기준연도,기준월,자치구,매매가,전세가,월세가
2018,1,종로구,602125,431250,1459
2018,2,종로구,607646,433333,1459
2018,3,종로구,611500,435313,1459
2018,4,종로구,615833,436354,1459
2018,5,종로구,619167,437604,1457
2018,6,종로구,622708,440417,1448
2018,7,종로구,626417,442458,1443
2018,8,종로구,631021,442813,1443
2018,9,종로구,637167,445292,1443
2018,10,종로구,642313,445875,1445
2018,11,종로구,643875,447438,1445
2018,12,종로구,644083,446604,1445
2019,1,종로구,710411,467054,1462
2019,2,종로구,709786,465804,1457
2019,3,종로구,709661,461964,1457
2019,4,종로구,709554,460179,1457
2019,5,종로구,709214,459196,1457
2019,6,종로구,709250,459018,1457
2019,7,종로구,709250,458643,1458
2019,8,종로구,709679,458911,1458
2019,9,종로구,711357,459732,1458
2019,10,종로구,713732,460518,1459
2019,11,종로구,715696,461661,1455
2019,12,종로구,720375,463339,1456
2020,1,종로구,1022319,586403,1538
2020,2,종로구,1023083,587125,1539
2020,3,종로구,1023917,588306,1541
2020,4,종로구,1023250,588917,1541
2020,5,종로구,1021861,589361,1542
2020,6,종로구,1022514,590625,1543
2020,7,종로구,1029542,592292,1543
2020,8,종로구,1033625,592708,1543
2020,9,종로구,1036486,593597,1543
2020,10,종로구,1036681,594347,1544
2020,11,종로구,1037986,595569,1545
2020,12,종로구,1039903,599639,1552
2021,1,종로구,1041444,602222,1554
2021,2,종로구,1044347,603417,1555
2021,3,종로구,1045819,603778,1555
2021,4,종로구,1047819,604278,1555
2021,5,종로구,1048722,604417,1555
2021,6,종로구,1050750,604847,1548
2021,7,종로구,986488,615663,1247
2021,8,종로구,993400,620913,1254
2021,9,종로구,1000450,625763,1264
2021,10,종로구,1010325,631013,1263
2021,11,종로구,1019263,635275,1278
2021,12,종로구,1020950,636475,1281
2022,1,종로구,1020513,636363,1283
2022,2,종로구,1018100,634475,1286
2022,3,종로구,1016508,633859,1288
2022,4,종로구,1015970,633104,1295
2022,5,종로구,1015670,632641,1296
2022,6,종로구,1014683,631054,1292
2022,7,종로구,1010645,629541,1293
2022,8,종로구,1002308,625679,1296
2022,9,종로구,990920,619304,1299
2022,10,종로구,977845,611004,1297
2022,11,종로구,962933,599279,1296
2022,12,종로구,937788,580996,1296
2023,1,종로구,913802,562009,1281
2023,2,종로구,905123,548885,1272
2023,3,종로구,896901,536317,1261
2023,4,종로구,893358,531836,1259
2023,5,종로구,891642,530848,1258
2023,6,종로구,891599,531256,1259
2023,7,종로구,892493,531522,1262
2023,8,종로구,894653,532498,1266
2023,9,종로구,900209,535979,1269
2023,10,종로구,904562,538510,1276
2023,11,종로구,905864,540670,1279
2023,12,종로구,905173,541016,1280
2024,1,종로구,903061,541394,1289
2024,2,종로구,903002,541565,1294
2024,3,종로구,903624,542455,1297
2018,1,중구,623017,470533,1518
2018,2,중구,631950,473283,1518
2018,3,중구,640967,474283,1518
2018,4,중구,646217,474033,1518
2018,5,중구,651383,473950,1518
2018,6,중구,655550,473783,1518
2018,7,중구,661633,474283,1518
2018,8,중구,670733,476117,1518
2018,9,중구,682467,478867,1518
2018,10,중구,688617,481517,1526
2018,11,중구,691400,481767,1526
2018,12,중구,692683,481633,1526
2019,1,중구,775667,491750,1542
2019,2,중구,773200,490300,1542
2019,3,중구,771283,488767,1541
2019,4,중구,769767,488167,1541
2019,5,중구,768983,487567,1541
2019,6,중구,768583,487150,1541
2019,7,중구,768833,486467,1541
2019,8,중구,770233,486100,1541
2019,9,중구,771567,486600,1540
2019,10,중구,776133,487550,1540
2019,11,중구,780283,488433,1540
2019,12,중구,783633,489450,1539
2020,1,중구,795743,487586,1554
2020,2,중구,796557,488814,1554
2020,3,중구,797357,489393,1554
2020,4,중구,796986,489493,1554
2020,5,중구,796157,489507,1553
2020,6,중구,796086,489671,1553
2020,7,중구,802257,490671,1553
2020,8,중구,806143,492571,1553
2020,9,중구,807771,493957,1553
2020,10,중구,808743,495257,1553
2020,11,중구,809900,496900,1555
2020,12,중구,812157,500329,1558
2021,1,중구,814614,502343,1559
2021,2,중구,820100,503729,1559
2021,3,중구,822257,504443,1559
2021,4,중구,823314,504643,1559
2021,5,중구,824371,504757,1559
2021,6,중구,829486,505186,1559
2021,7,중구,1055520,644880,1575
2021,8,중구,1062180,648960,1580
2021,9,중구,1069810,653480,1586
2021,10,중구,1079570,660290,1595
2021,11,중구,1088060,665520,1607
2021,12,중구,1089582,666730,1608
2022,1,중구,1089782,666600,1612
2022,2,중구,1089122,666100,1613
2022,3,중구,1087792,664350,1616
2022,4,중구,1087422,663290,1618
2022,5,중구,1086812,663130,1619
2022,6,중구,1085282,662700,1621
2022,7,중구,1081042,661180,1625
2022,8,중구,1071484,659260,1630
2022,9,중구,1062295,652510,1635
2022,10,중구,1047665,641890,1638
2022,11,중구,1024874,624100,1644
2022,12,중구,985688,590599,1645
2023,1,중구,974875,575622,1646
2023,2,중구,963031,561650,1644
2023,3,중구,955210,552456,1643
2023,4,중구,950305,546767,1642
2023,5,중구,950437,543927,1642
2023,6,중구,948484,543135,1643
2023,7,중구,949390,543908,1647
2023,8,중구,952701,546192,1650
2023,9,중구,959192,549758,1654
2023,10,중구,963927,552805,1656
2023,11,중구,965541,555258,1657
2023,12,중구,964592,556019,1659
2024,1,중구,957545,553698,1670
2024,2,중구,956937,554240,1672
2024,3,중구,957433,555965,1672
2018,1,용산구,1080385,589103,2058
2018,2,용산구,1107821,590385,2058
2018,3,용산구,1122308,591154,2058
2018,4,용산구,1126141,592179,2058
2018,5,용산구,1129295,592308,2058
2018,6,용산구,1132756,592564,2058
2018,7,용산구,1138654,592308,2058
2018,8,용산구,1157410,593513,2059
2018,9,용산구,1172949,594282,2059
2018,10,용산구,1177103,594654,2059
2018,11,용산구,1176615,592500,2059
2018,12,용산구,1173987,590205,2059
2019,1,용산구,1378500,615303,2084
2019,2,용산구,1374816,611658,2083
2019,3,용산구,1371224,610368,2083
2019,4,용산구,1367276,607829,2083
2019,5,용산구,1365632,606487,2083
2019,6,용산구,1363789,605408,2083
2019,7,용산구,1364605,605145,2083
2019,8,용산구,1366066,605408,2083
2019,9,용산구,1368579,605711,2083
2019,10,용산구,1374658,606974,2083
2019,11,용산구,1383368,609000,2083
2019,12,용산구,1392408,612763,2083
2020,1,용산구,1389939,596085,2047
2020,2,용산구,1392207,597524,2048
2020,3,용산구,1393524,598439,2048
2020,4,용산구,1392439,599439,2048
2020,5,용산구,1389780,599976,2048
2020,6,용산구,1389963,601451,2048
2020,7,용산구,1399354,603268,2048
2020,8,용산구,1406439,605976,2049
2020,9,용산구,1411232,608512,2051
2020,10,용산구,1412659,610951,2052
2020,11,용산구,1413768,613537,2053
2020,12,용산구,1416951,620110,2062
2021,1,용산구,1421012,624805,2067
2021,2,용산구,1427366,627817,2068
2021,3,용산구,1430780,631244,2069
2021,4,용산구,1434768,633085,2070
2021,5,용산구,1439390,634012,2072
2021,6,용산구,1445073,636195,2073
2021,7,용산구,1691671,845874,1872
2021,8,용산구,1707042,852042,1880
2021,9,용산구,1722671,858678,1885
2021,10,용산구,1744636,864552,1888
2021,11,용산구,1762294,870021,1894
2021,12,용산구,1769182,872175,1895
2022,1,용산구,1770601,872538,1897
2022,2,용산구,1769930,872021,1899
2022,3,용산구,1766951,870063,1905
2022,4,용산구,1769734,869056,1905
2022,5,용산구,1773818,869741,1906
2022,6,용산구,1774720,868965,1910
2022,7,용산구,1773671,867937,1911
2022,8,용산구,1772168,865503,1911
2022,9,용산구,1764161,861587,1915
2022,10,용산구,1751811,853287,1915
2022,11,용산구,1728147,830699,1904
2022,12,용산구,1685343,795531,1897
2023,1,용산구,1651897,762719,1884
2023,2,용산구,1644856,747568,1877
2023,3,용산구,1632281,733712,1876
2023,4,용산구,1626904,727384,1874
2023,5,용산구,1629171,725315,1871
2023,6,용산구,1630637,723582,1873
2023,7,용산구,1634692,723747,1877
2023,8,용산구,1644671,727616,1883
2023,9,용산구,1655144,733534,1894
2023,10,용산구,1664897,738281,1903
2023,11,용산구,1671664,744651,1911
2023,12,용산구,1671205,749473,1925
2024,1,용산구,1716093,781656,2075
2024,2,용산구,1714947,783417,2090
2024,3,용산구,1716424,786450,2107
2018,1,성동구,680771,468469,1419
2018,2,성동구,696188,469719,1419
2018,3,성동구,704458,470677,1419
2018,4,성동구,705333,468188,1419
2018,5,성동구,704094,466333,1419
2018,6,성동구,705063,464677,1419
2018,7,성동구,708469,463594,1419
2018,8,성동구,714073,462802,1419
2018,9,성동구,726677,463073,1419
2018,10,성동구,728958,465135,1419
2018,11,성동구,729604,466875,1419
2018,12,성동구,728615,467521,1419
2019,1,성동구,881926,490117,1435
2019,2,성동구,880096,487915,1434
2019,3,성동구,876809,485543,1434
2019,4,성동구,872383,484128,1434
2019,5,성동구,866149,482989,1434
2019,6,성동구,863011,482436,1434
2019,7,성동구,863255,482713,1434
2019,8,성동구,864926,483479,1434
2019,9,성동구,867574,484351,1434
2019,10,성동구,873383,486596,1434
2019,11,성동구,879979,488904,1434
2019,12,성동구,887713,491606,1434
2020,1,성동구,899118,496627,1432
2020,2,성동구,900431,497863,1432
2020,3,성동구,901725,499137,1432
2020,4,성동구,901549,500431,1432
2020,5,성동구,900892,500775,1432
2020,6,성동구,902245,502049,1433
2020,7,성동구,910716,504402,1433
2020,8,성동구,916402,508294,1433
2020,9,성동구,918667,511304,1434
2020,10,성동구,920020,514480,1435
2020,11,성동구,921108,516912,1436
2020,12,성동구,923402,521284,1440
2021,1,성동구,927029,524843,1446
2021,2,성동구,934049,527559,1447
2021,3,성동구,938029,529559,1447
2021,4,성동구,940000,531137,1448
2021,5,성동구,942235,532441,1448
2021,6,성동구,947157,535137,1449
2021,7,성동구,1344052,730310,1722
2021,8,성동구,1351519,733519,1734
2021,9,성동구,1357976,736548,1735
2021,10,성동구,1363538,740629,1750
2021,11,성동구,1367371,744033,1763
2021,12,성동구,1368833,745748,1769
2022,1,성동구,1368995,746967,1777
2022,2,성동구,1368362,747305,1788
2022,3,성동구,1367410,747033,1802
2022,4,성동구,1366929,747295,1810
2022,5,성동구,1367605,747586,1816
2022,6,성동구,1367343,747990,1823
2022,7,성동구,1366362,748414,1826
2022,8,성동구,1365448,748190,1833
2022,9,성동구,1361776,746010,1839
2022,10,성동구,1353681,739695,1845
2022,11,성동구,1335924,724857,1835
2022,12,성동구,1311038,694290,1817
2023,1,성동구,1297276,664129,1813
2023,2,성동구,1287462,640271,1807
2023,3,성동구,1277910,624690,1804
2023,4,성동구,1272186,618438,1813
2023,5,성동구,1272219,617876,1820
2023,6,성동구,1272495,618643,1829
2023,7,성동구,1278805,620686,1839
2023,8,성동구,1291662,628219,1843
2023,9,성동구,1302752,638757,1856
2023,10,성동구,1310271,647638,1863
2023,11,성동구,1315167,659324,1883
2023,12,성동구,1318738,663276,1897
2024,1,성동구,1317848,665505,1902
2024,2,성동구,1315205,671724,1904
2024,3,성동구,1315948,675548,1908
2018,1,광진구,765921,526724,1236
2018,2,광진구,778895,529829,1237
2018,3,광진구,788026,529711,1236
2018,4,광진구,791842,528882,1236
2018,5,광진구,794197,527105,1235
2018,6,광진구,793447,526026,1235
2018,7,광진구,793132,524053,1234
2018,8,광진구,794039,523605,1234
2018,9,광진구,803842,523684,1234
2018,10,광진구,806118,524184,1234
2018,11,광진구,807961,524342,1234
2018,12,광진구,806987,524289,1233
2019,1,광진구,902974,540500,1254
2019,2,광진구,900342,538395,1250
2019,3,광진구,898237,536816,1250
2019,4,광진구,896553,535395,1249
2019,5,광진구,896079,535132,1249
2019,6,광진구,895737,535132,1249
2019,7,광진구,896184,535632,1239
2019,8,광진구,897658,536724,1239
2019,9,광진구,899434,538013,1239
2019,10,광진구,906013,539671,1250
2019,11,광진구,910118,541053,1250
2019,12,광진구,916039,543605,1250
2020,1,광진구,1014402,570732,1268
2020,2,광진구,1014671,571244,1268
2020,3,광진구,1014598,571659,1267
2020,4,광진구,1013671,572268,1267
2020,5,광진구,1012195,572305,1267
2020,6,광진구,1013329,573463,1267
2020,7,광진구,1021037,575098,1267
2020,8,광진구,1025866,578085,1267
2020,9,광진구,1029256,580524,1268
2020,10,광진구,1030878,582256,1269
2020,11,광진구,1032220,583793,1270
2020,12,광진구,1034524,587817,1274
2021,1,광진구,1038378,590195,1276
2021,2,광진구,1047439,593707,1278
2021,3,광진구,1053024,595341,1279
2021,4,광진구,1056524,596732,1279
2021,5,광진구,1059476,597890,1280
2021,6,광진구,1063805,599805,1281
2021,7,광진구,1234964,696293,1488
2021,8,광진구,1241414,699571,1495
2021,9,광진구,1245636,704757,1499
2021,10,광진구,1249686,708629,1504
2021,11,광진구,1252843,711386,1482
2021,12,광진구,1254029,713736,1486
2022,1,광진구,1254100,714314,1489
2022,2,광진구,1253471,713171,1489
2022,3,광진구,1252771,712621,1487
2022,4,광진구,1252357,712257,1505
2022,5,광진구,1252850,712157,1509
2022,6,광진구,1251629,711493,1532
2022,7,광진구,1250286,710657,1545
2022,8,광진구,1248193,708893,1558
2022,9,광진구,1245029,706450,1556
2022,10,광진구,1238043,699907,1554
2022,11,광진구,1221800,687264,1553
2022,12,광진구,1194356,660406,1554
2023,1,광진구,1162454,627682,1520
2023,2,광진구,1146302,605489,1517
2023,3,광진구,1129330,585951,1517
2023,4,광진구,1118575,578059,1517
2023,5,광진구,1112899,573038,1519
2023,6,광진구,1113575,572266,1519
2023,7,광진구,1117010,573865,1533
2023,8,광진구,1123707,579334,1545
2023,9,광진구,1129493,584003,1555
2023,10,광진구,1136217,589403,1574
2023,11,광진구,1140100,594230,1585
2023,12,광진구,1140052,596699,1589
2024,1,광진구,1131133,594744,1586
2024,2,광진구,1131445,598312,1585
2024,3,광진구,1133833,599993,1586
2018,1,동대문구,447890,351620,878
2018,2,동대문구,450530,351980,868
2018,3,동대문구,452840,352230,864
2018,4,동대문구,455030,352260,839
2018,5,동대문구,456880,351940,835
2018,6,동대문구,459840,351710,828
2018,7,동대문구,463030,351270,822
2018,8,동대문구,468770,351930,822
2018,9,동대문구,476320,352810,823
2018,10,동대문구,480480,353660,823
2018,11,동대문구,481590,353840,823
2018,12,동대문구,480280,353580,823
2019,1,동대문구,593904,365170,823
2019,2,동대문구,592319,364181,823
2019,3,동대문구,588819,362138,821
2019,4,동대문구,586734,361468,821
2019,5,동대문구,585628,361383,821
2019,6,동대문구,584479,361319,821
2019,7,동대문구,584181,361149,821
2019,8,동대문구,585085,361309,821
2019,9,동대문구,586223,361628,821
2019,10,동대문구,589319,362298,821
2019,11,동대문구,592564,362787,821
2019,12,동대문구,596926,363223,821
2020,1,동대문구,652774,372472,857
2020,2,동대문구,654802,373075,854
2020,3,동대문구,656208,374151,854
2020,4,동대문구,656472,374632,854
2020,5,동대문구,655708,374745,854
2020,6,동대문구,657179,375160,854
2020,7,동대문구,665679,376160,854
2020,8,동대문구,669858,377783,855
2020,9,동대문구,673406,380283,857
2020,10,동대문구,674415,381557,858
2020,11,동대문구,675151,382925,859
2020,12,동대문구,677453,385340,861
2021,1,동대문구,680226,386925,863
2021,2,동대문구,686179,388283,865
2021,3,동대문구,689066,389217,865
2021,4,동대문구,691019,389689,865
2021,5,동대문구,692849,389953,865
2021,6,동대문구,695896,391821,867
2021,7,동대문구,864442,490985,1018
2021,8,동대문구,869689,493728,1028
2021,9,동대문구,876267,498650,1033
2021,10,동대문구,879670,501340,1043
2021,11,동대문구,881262,503586,1049
2021,12,동대문구,882126,504717,1051
2022,1,동대문구,882004,504987,1057
2022,2,동대문구,881426,505069,1073
2022,3,동대문구,880786,504364,1073
2022,4,동대문구,880830,504476,1078
2022,5,동대문구,881204,504602,1081
2022,6,동대문구,879859,504515,1088
2022,7,동대문구,877408,503573,1092
2022,8,동대문구,872209,501719,1097
2022,9,동대문구,865913,497938,1099
2022,10,동대문구,855997,491893,1105
2022,11,동대문구,836167,479987,1104
2022,12,동대문구,800727,458221,1088
2023,1,동대문구,780762,439033,1092
2023,2,동대문구,770330,427932,1084
2023,3,동대문구,761786,421361,1078
2023,4,동대문구,756373,417378,1076
2023,5,동대문구,753798,414478,1074
2023,6,동대문구,753166,413540,1075
2023,7,동대문구,755627,415467,1085
2023,8,동대문구,761009,418348,1095
2023,9,동대문구,767156,423451,1103
2023,10,동대문구,772854,428267,1109
2023,11,동대문구,775090,432215,1115
2023,12,동대문구,775014,435768,1124
2024,1,동대문구,780581,442259,1144
2024,2,동대문구,779234,443595,1146
2024,3,동대문구,779541,445005,1148
2018,1,중랑구,353115,283104,782
2018,2,중랑구,354219,283677,782
2018,3,중랑구,355302,283823,782
2018,4,중랑구,355781,283948,782
2018,5,중랑구,356958,284073,782
2018,6,중랑구,358656,284979,782
2018,7,중랑구,360531,285635,782
2018,8,중랑구,362083,286135,782
2018,9,중랑구,366052,286500,782
2018,10,중랑구,368031,286833,782
2018,11,중랑구,368521,286750,782
2018,12,중랑구,368500,286688,782
2019,1,중랑구,444432,311182,865
2019,2,중랑구,443932,310409,865
2019,3,중랑구,443193,310045,865
2019,4,중랑구,442682,309659,864
2019,5,중랑구,442545,309511,864
2019,6,중랑구,442318,309375,864
2019,7,중랑구,442080,309125,864
2019,8,중랑구,442398,308989,864
2019,9,중랑구,442989,309170,864
2019,10,중랑구,444489,309591,864
2019,11,중랑구,446216,309864,865
2019,12,중랑구,447364,310045,865
2020,1,중랑구,451372,300213,843
2020,2,중랑구,452181,300404,843
2020,3,중랑구,453085,300511,844
2020,4,중랑구,453660,300553,844
2020,5,중랑구,453798,300532,844
2020,6,중랑구,454000,300723,844
2020,7,중랑구,458202,301277,844
2020,8,중랑구,461213,302745,844
2020,9,중랑구,463415,304245,844
2020,10,중랑구,464234,305415,845
2020,11,중랑구,465032,306245,846
2020,12,중랑구,465979,308277,848
2021,1,중랑구,467638,309606,849
2021,2,중랑구,469957,311202,849
2021,3,중랑구,471404,312181,849
2021,4,중랑구,472968,313117,849
2021,5,중랑구,474011,313670,849
2021,6,중랑구,476457,314798,849
2021,7,중랑구,638929,404683,782
2021,8,중랑구,644734,406551,785
2021,9,중랑구,649806,408277,789
2021,10,중랑구,652286,409666,793
2021,11,중랑구,654594,410506,797
2021,12,중랑구,655869,410923,799
2022,1,중랑구,656223,411580,800
2022,2,중랑구,656400,411340,800
2022,3,중랑구,656097,411426,801
2022,4,중랑구,655840,411203,802
2022,5,중랑구,655669,411174,802
2022,6,중랑구,655286,411378,802
2022,7,중랑구,654286,411075,804
2022,8,중랑구,651275,410235,805
2022,9,중랑구,646526,408024,810
2022,10,중랑구,639126,403224,810
2022,11,중랑구,625811,394338,808
2022,12,중랑구,606670,378286,806
2023,1,중랑구,595116,364196,815
2023,2,중랑구,587933,356712,815
2023,3,중랑구,583138,351454,801
2023,4,중랑구,580261,348437,799
2023,5,중랑구,578602,346946,802
2023,6,중랑구,578299,346803,800
2023,7,중랑구,579331,347280,799
2023,8,중랑구,581055,348358,802
2023,9,중랑구,583893,350568,807
2023,10,중랑구,585420,352326,811
2023,11,중랑구,585820,353823,819
2023,12,중랑구,585423,354414,827
2024,1,중랑구,587626,357795,832
2024,2,중랑구,586611,358453,834
2024,3,중랑구,586095,359111,837
2018,1,성북구,447027,363255,1017
2018,2,성북구,452582,365645,1017
2018,3,성북구,459909,368736,1017
2018,4,성북구,463073,369118,1017
2018,5,성북구,466691,369327,1017
2018,6,성북구,469409,369427,1017
2018,7,성북구,471745,370182,1017
2018,8,성북구,475355,371145,1017
2018,9,성북구,482518,371673,1017
2018,10,성북구,485500,371927,1017
2018,11,성북구,486845,372091,1017
2018,12,성북구,486691,372036,1017
2019,1,성북구,558217,370283,1018
2019,2,성북구,557349,367538,1018
2019,3,성북구,556443,364868,1018
2019,4,성북구,554915,363321,1018
2019,5,성북구,554453,363047,1017
2019,6,성북구,553868,362509,1017
2019,7,성북구,553717,362462,1017
2019,8,성북구,554217,362925,1016
2019,9,성북구,555113,363377,1016
2019,10,성북구,557019,363877,1015
2019,11,성북구,559651,364736,1014
2019,12,성북구,562491,365764,1013
2020,1,성북구,589518,372027,991
2020,2,성북구,590634,372911,991
2020,3,성북구,592536,373991,991
2020,4,성북구,592268,374866,991
2020,5,성북구,591607,375223,991
2020,6,성북구,591839,375848,991
2020,7,성북구,597393,377161,991
2020,8,성북구,601402,379134,991
2020,9,성북구,603741,381875,992
2020,10,성북구,604429,384188,992
2020,11,성북구,605696,386580,993
2020,12,성북구,607089,389339,994
2021,1,성북구,608661,392241,995
2021,2,성북구,611143,394571,996
2021,3,성북구,613348,396777,997
2021,4,성북구,615545,398911,997
2021,5,성북구,617679,401080,998
2021,6,성북구,622402,404143,999
2021,7,성북구,819598,518231,1163
2021,8,성북구,826170,521834,1166
2021,9,성북구,832738,525349,1169
2021,10,성북구,840638,528646,1171
2021,11,성북구,846952,531463,1174
2021,12,성북구,848550,532258,1178
2022,1,성북구,847808,531664,1182
2022,2,성북구,845345,530231,1180
2022,3,성북구,843943,529017,1184
2022,4,성북구,842969,528354,1187
2022,5,성북구,841939,528100,1188
2022,6,성북구,840437,527463,1190
2022,7,성북구,836428,526786,1191
2022,8,성북구,830074,524545,1195
2022,9,성북구,821624,519343,1198
2022,10,성북구,808576,508753,1201
2022,11,성북구,788659,489758,1205
2022,12,성북구,756275,457792,1206
2023,1,성북구,738403,435438,1200
2023,2,성북구,733454,424875,1200
2023,3,성북구,728496,418766,1200
2023,4,성북구,723340,415950,1202
2023,5,성북구,721504,414816,1202
2023,6,성북구,721231,414450,1203
2023,7,성북구,722899,415169,1204
2023,8,성북구,726034,417367,1206
2023,9,성북구,730529,420505,1207
2023,10,성북구,732996,423316,1209
2023,11,성북구,734492,425598,1211
2023,12,성북구,734147,426858,1213
2024,1,성북구,744683,434061,1210
2024,2,성북구,743711,434953,1210
2024,3,성북구,743490,436166,1214
2018,1,강북구,385643,298571,836
2018,2,강북구,387071,300429,836
2018,3,강북구,389143,300571,836
2018,4,강북구,390486,300429,836
2018,5,강북구,392986,300943,836
2018,6,강북구,396257,301429,836
2018,7,강북구,400214,301857,836
2018,8,강북구,404886,303114,836
2018,9,강북구,412929,305400,836
2018,10,강북구,417014,307200,836
2018,11,강북구,418629,308171,836
2018,12,강북구,418743,307643,836
2019,1,강북구,478758,314197,852
2019,2,강북구,478576,311136,852
2019,3,강북구,478030,305030,852
2019,4,강북구,478076,303591,852
2019,5,강북구,477727,303606,852
2019,6,강북구,477545,304197,852
2019,7,강북구,478667,304924,852
2019,8,강북구,479545,305818,852
2019,9,강북구,480848,306424,852
2019,10,강북구,482591,307758,852
2019,11,강북구,484242,308212,852
2019,12,강북구,485515,308788,852
2020,1,강북구,495000,312653,851
2020,2,강북구,496847,313944,851
2020,3,강북구,498750,315222,851
2020,4,강북구,500042,316125,851
2020,5,강북구,499917,316861,851
2020,6,강북구,500583,318125,851
2020,7,강북구,508569,319514,851
2020,8,강북구,512236,321903,851
2020,9,강북구,513611,323750,851
2020,10,강북구,514361,324792,852
2020,11,강북구,514944,325986,852
2020,12,강북구,516681,328236,855
2021,1,강북구,518278,329903,855
2021,2,강북구,522319,331819,855
2021,3,강북구,523861,333014,855
2021,4,강북구,525222,333889,856
2021,5,강북구,526583,334750,856
2021,6,강북구,530847,336986,856
2021,7,강북구,692066,430149,1033
2021,8,강북구,696157,432533,1034
2021,9,강북구,699603,434880,1042
2021,10,강북구,702050,437533,1058
2021,11,강북구,702711,439525,1074
2021,12,강북구,702793,440426,1092
2022,1,강북구,702777,440715,1105
2022,2,강북구,702132,440161,1095
2022,3,강북구,700545,439674,1094
2022,4,강북구,700116,439839,1094
2022,5,강북구,700190,439517,1089
2022,6,강북구,699215,438628,1096
2022,7,강북구,695116,437860,1096
2022,8,강북구,690207,437000,1107
2022,9,강북구,684835,434116,1133
2022,10,강북구,674256,424669,1138
2022,11,강북구,653512,406174,1141
2022,12,강북구,628304,382181,1141
2023,1,강북구,609757,365525,1131
2023,2,강북구,600174,352872,1128
2023,3,강북구,592740,344902,1124
2023,4,강북구,587844,341709,1127
2023,5,강북구,585820,340630,1137
2023,6,강북구,585646,340266,1142
2023,7,강북구,586025,340654,1140
2023,8,강북구,586797,341339,1146
2023,9,강북구,587277,343000,1135
2023,10,강북구,587806,343433,1134
2023,11,강북구,587265,345193,1133
2023,12,강북구,586036,345590,1130
2024,1,강북구,583773,345982,1138
2024,2,강북구,582658,346752,1137
2024,3,강북구,581888,348282,1140
2018,1,도봉구,350782,250982,287
2018,2,도봉구,351909,250545,285
2018,3,도봉구,353036,250364,285
2018,4,도봉구,353909,250382,285
2018,5,도봉구,354755,250436,285
2018,6,도봉구,355809,250682,286
2018,7,도봉구,356991,250827,286
2018,8,도봉구,359100,251082,286
2018,9,도봉구,365191,251182,286
2018,10,도봉구,368391,251409,286
2018,11,도봉구,369300,251573,287
2018,12,도봉구,369064,251291,286
2019,1,도봉구,431198,260519,400
2019,2,도봉구,429811,259236,397
2019,3,도봉구,427830,257425,394
2019,4,도봉구,427255,256849,393
2019,5,도봉구,426519,256396,392
2019,6,도봉구,426066,256245,392
2019,7,도봉구,426387,256208,392
2019,8,도봉구,426802,256434,393
2019,9,도봉구,427491,256585,393
2019,10,도봉구,429009,256849,394
2019,11,도봉구,430670,257274,394
2019,12,도봉구,432802,257811,396
2020,1,도봉구,420883,246929,394
2020,2,도봉구,422419,247384,395
2020,3,도봉구,424285,247625,396
2020,4,도봉구,425803,247804,396
2020,5,도봉구,425829,247866,396
2020,6,도봉구,426723,248281,397
2020,7,도봉구,432455,249076,399
2020,8,도봉구,435491,249808,400
2020,9,도봉구,436295,250844,402
2020,10,도봉구,436875,251969,404
2020,11,도봉구,437402,253353,407
2020,12,도봉구,438554,254607,410
2021,1,도봉구,440214,255491,412
2021,2,도봉구,443920,256232,413
2021,3,도봉구,447009,256661,413
2021,4,도봉구,448964,257018,414
2021,5,도봉구,451598,257259,415
2021,6,도봉구,455955,257982,417
2021,7,도봉구,667923,353416,844
2021,8,도봉구,676167,355471,847
2021,9,도봉구,681606,357896,851
2021,10,도봉구,685023,359774,857
2021,11,도봉구,687063,361443,863
2021,12,도봉구,687760,362249,867
2022,1,도봉구,687538,362837,871
2022,2,도봉구,687023,362747,881
2022,3,도봉구,686023,362262,882
2022,4,도봉구,685172,362624,884
2022,5,도봉구,684805,362425,886
2022,6,도봉구,684602,362380,888
2022,7,도봉구,680760,362100,890
2022,8,도봉구,674163,361317,893
2022,9,도봉구,665525,359597,896
2022,10,도봉구,653357,354647,900
2022,11,도봉구,632113,343394,900
2022,12,도봉구,603665,328335,900
2023,1,도봉구,587650,313287,903
2023,2,도봉구,579946,303628,903
2023,3,도봉구,573049,296646,902
2023,4,도봉구,567776,292570,902
2023,5,도봉구,564614,289991,902
2023,6,도봉구,563637,289036,901
2023,7,도봉구,564108,289018,903
2023,8,도봉구,565157,290072,905
2023,9,도봉구,566318,291592,907
2023,10,도봉구,567000,293238,908
2023,11,도봉구,566946,294296,909
2023,12,도봉구,565632,295592,911
2024,1,도봉구,564637,296395,910
2024,2,도봉구,563090,297157,911
2024,3,도봉구,562314,297780,912
2018,1,노원구,362431,259494,671
2018,2,노원구,363675,259581,671
2018,3,노원구,364925,259419,671
2018,4,노원구,364975,259219,671
2018,5,노원구,365163,258869,670
2018,6,노원구,365706,258500,669
2018,7,노원구,366313,258444,669
2018,8,노원구,368413,258806,669
2018,9,노원구,374400,258806,669
2018,10,노원구,377194,259119,669
2018,11,노원구,378144,259319,669
2018,12,노원구,377669,259406,669
2019,1,노원구,445903,267964,692
2019,2,노원구,444779,267841,692
2019,3,노원구,443591,267422,692
2019,4,노원구,442091,267156,692
2019,5,노원구,441760,267052,692
2019,6,노원구,441604,266851,692
2019,7,노원구,441857,266844,692
2019,8,노원구,442292,267078,692
2019,9,노원구,443195,267318,692
