기준년도,기준월,행정동_코드,행정동_코드_명,소득_총금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
2021,4,11500510,염창동,4127504,8,2243039000,474498000,24851667,133450000,206383667,519397667,186886667,17477000,190793333,97157333,392143667
2021,4,11470670,신정6동,5384412,9,812155667,237302333,9765333,0,55792000,13825000,308936000,11584000,58627667,18846000,97477333
2021,4,11140650,신당5동,3027979,7,653904000,151896333,9804333,11117333,57898333,70155667,9328667,18310667,78778000,20255000,226359667
2021,4,11200535,왕십리도선동,4015131,8,2485035333,490444333,98074667,37497000,582414667,121503000,108416333,53454333,164082333,171325333,657823333
2021,4,11740700,둔촌2동,3414406,7,1330128333,273431000,21754000,17502667,195891000,242328333,33199333,12574333,125020667,69693000,338734000
2021,4,11140645,청구동,3566241,7,460620333,137964000,51857667,3556333,31078000,1220000,47058333,5352333,12786333,41679667,128067667
2021,4,11500590,화곡본동,2398795,5,1996597333,651166000,28255667,13943333,350280000,374855333,76071333,31756000,59533333,54267333,356469000
2021,4,11500550,화곡2동,2385531,5,688828333,144870333,5349000,45467333,78510000,235172667,41219667,6746000,37424333,12148667,81920333
2021,4,11500540,화곡1동,2485455,6,2996312333,880731667,99656333,35237000,545596000,132664333,71799000,108446667,294415667,98323333,729442333
2021,4,11470520,목2동,3244963,7,1976129667,789078333,18672333,12224333,294041333,276730667,109531333,22311000,86297667,30553333,336689333
2021,4,11440555,아현동,5237419,9,302032920000,617069667,37981000,19785000,358533667,12965667,92970000,17989000,300341480000,130324000,403822000
2021,4,11410720,북가좌2동,2590646,6,1069734667,368312667,14602667,90032333,99519667,10967333,76744667,19321000,48463333,37803333,303967667
2021,4,11410700,남가좌2동,3237719,7,1231312667,514934667,21451000,23365667,147264667,23271333,81456000,26389000,43400000,54831000,294949333
2021,4,11410685,홍은2동,2874442,6,913442333,206101667,6378000,11576333,97286333,141146667,156311333,13533000,51209667,18203667,211695667
2021,4,11410520,천연동,4197718,8,706449000,334054000,20029667,7842000,71377000,23229333,43224667,10694333,28967667,12462000,154568333
2021,4,11380690,진관동,4070863,8,4591053667,546764000,748974000,71951333,1673205333,79611667,215089667,24552667,232755667,175234667,822914667
2021,4,11500603,가양1동,3560388,7,23620964000,1151832333,63971333,69977333,12415502667,430843667,84765000,281417667,1900407333,4671081000,2551165667
2021,4,11380631,신사1동,2637581,6,1252545000,335775000,21221667,14979667,120986667,240231000,34896000,31730333,87943667,60030667,304750333
2021,4,11380590,응암2동,3510245,7,616623667,234843000,7367667,7860667,59772333,107971333,66353000,3791667,24445000,25376333,78842667
2021,4,11320700,방학2동,2099146,5,644906333,212319000,12568667,10451000,158170333,94564667,24394667,7268333,19778333,11989333,93402000
2021,4,11305555,송천동,2444557,6,1407674000,416387333,29474333,16482333,288060333,112477000,42611333,29125000,83841667,76277000,312937667
2021,4,11290650,정릉4동,3038165,7,1095414000,359886667,12263000,5071667,172614667,214871000,36811333,11646667,42773000,21054000,218422000
2021,4,11290590,돈암2동,4297592,8,255275667,94174333,5744667,0,24739667,0,54558000,948667,19390667,20892333,34827333
2021,4,11260610,중화2동,2253552,5,1354054333,329162667,15347667,39485667,315193333,59228000,19994000,44327000,174147667,40819667,316348667
2021,4,11260600,중화1동,2518956,6,469922333,208808000,6926667,4383333,86410333,19086333,32629333,2088000,18609667,21485000,69495667
2021,4,11260540,면목4동,2573570,6,278321667,131505000,4199000,3253000,22524333,6463667,14056667,13506667,11461333,6613667,64738333
2021,4,11215840,자양3동,4353416,8,1443392667,369711667,143770000,9270000,112266333,111764333,130242000,3323667,84982333,62276333,415786000
2021,4,11200720,송정동,2566462,6,256269667,75127333,6370667,5877000,24443667,86056000,2816333,2041667,18775000,2577000,32185000
2021,4,11380600,응암3동,2360910,5,1797759667,677424667,77402000,18943333,212539667,103619000,46719000,62091333,86742000,51285667,460993000
2021,4,11500611,발산1동,3192517,7,5728292333,1242954000,26869667,42989000,2160242000,168919000,410448333,13481667,719091333,191700000,751597333
2021,4,11500615,우장산동,4135674,8,2115125000,667720667,68293333,30313333,493558000,74682000,232940000,19943333,105402333,99206667,323065333
2021,4,11530510,신도림동,4380318,8,3092758667,341712333,21229333,36678000,307243000,23904667,156827000,69812667,1457653333,129227000,548471333
2021,4,11110640,이화동,3024996,7,2053200000,274250667,59793000,17917333,809104333,6827000,22458000,25540333,53066667,43985333,740257333
2021,4,11110560,평창동,4504006,8,850559000,278088667,11958667,14826667,107292000,53229667,41994667,7790333,54101667,19607667,261669000
2021,4,11740610,천호2동,2749741,6,30483904000,593962667,83347000,98876333,778998333,117749333,63097333,138269667,27656538667,160005000,793059667
2021,4,11740540,명일2동,4514278,8,1581667333,223221333,17045333,1662333,406110667,10588667,408958667,11709667,98975000,70366000,333029667
2021,4,11710720,잠실7동,6014516,9,107415667,46497000,3711000,19230667,5148667,59333,6519667,0,13591000,1993000,10665333
2021,4,11710620,가락본동,3521561,7,2433318333,383580333,130252333,31239333,565958000,51615333,48271000,98019667,270123667,92920333,761338333
2021,4,11710520,풍납2동,3891704,8,1509896667,373507667,6663667,5789333,822195000,32222000,66841667,8965000,46735333,18320000,128657000
2021,4,11680720,일원본동,5444886,9,1040743000,177916000,4346333,2695000,572968000,1121667,55052333,0,49643000,25423667,151577000
2021,4,11680590,삼성2동,5055114,9,4174499667,941673667,299223667,308762000,744870333,137073667,296091667,67454667,314599667,307342000,757408333
2021,4,11680565,청담동,5010204,9,10753202667,974067000,1444874333,189469333,2439095333,455117333,144337333,183472667,1040214667,1839927333,2042627333
2021,4,11620645,서원동,2412001,5,2976340333,466409333,272133667,35164333,797192333,21232667,54858333,205777667,225511333,149640000,748420667
2021,4,11620585,낙성대동,3225725,7,2329442000,282047000,14994000,38929333,403189000,32196333,18905333,114843000,113816333,118101667,1192420000
2021,4,11620545,청림동,3682775,7,427689667,285150667,2381333,815667,11446667,105000,40216667,6709000,26243333,7708667,46912667
2021,4,11620525,보라매동,2529995,6,4446816333,295459000,17569333,18281000,112478000,109896667,3526832667,25660000,51251333,33149000,256239333
2021,4,11590620,사당1동,2855173,6,2281589333,362036333,57948000,47550333,459723000,112456667,43702667,53482333,155547333,150279000,838863667
2021,4,11590530,상도1동,3875896,8,2047926667,682326667,26702667,17037667,257025333,168606000,118525667,64122000,108098667,116307667,489174333
2021,4,11560720,대림3동,2907933,6,2286319667,371197667,13430333,31604000,578338000,640471333,31956000,52525333,115233000,41338667,410225333
2021,4,11560630,신길1동,2780044,6,1182323000,307586333,16596000,6082333,314800667,219858667,19870000,10537333,53294667,23682333,210014667
2021,4,11560605,문래동,4019445,8,3251543667,563016000,12683333,85208333,362416000,134700000,89570667,101507333,760530000,150397000,991515000
2021,4,11560550,당산1동,3536432,7,1526594000,431766333,12056333,18561667,196859000,48728333,41314667,55608667,74395667,89563333,557740000
2021,4,11545670,시흥1동,2757307,6,2808424333,1018729333,38899333,41837000,412410667,261452000,82131000,55128333,153480667,80140000,664216000
2021,4,11545510,가산동,2567594,6,27377345000,1332012333,4996030333,16381596333,1017031667,164662000,110580000,117566000,1175725667,320649000,1761491667
2021,4,11530595,가리봉동,2336331,5,371898667,121314333,3052000,6727333,44159333,8802000,2256667,22068667,44249000,6920000,112349333
2021,4,11200690,성수2가3동,3358391,7,4262511667,759495000,273043333,161793667,393276667,546131000,320164667,110080000,262324667,125715333,1310487333
2021,4,11110710,숭인2동,2607311,6,550957333,170106333,59589667,13515333,44214333,2206333,2272667,8665333,54978333,13077000,182332000
2021,4,11170570,원효로2동,3817026,8,284282667,72735000,707333,28554333,8980333,46208000,28360333,6664000,8862333,4273333,78937667
2021,4,11140605,을지로동,3082514,7,6688636000,328918000,50129667,102798667,195289333,11276667,23492333,246345000,4780697667,19695000,929993667
2021,4,11410585,신촌동,3331768,7,5740498667,708450333,152482333,11264000,1636965667,110948667,322911333,202796333,360007667,418572000,1816100333
2021,4,11380570,대조동,2535013,6,2109593333,465991333,75440333,66672000,591049000,12580333,45215000,33688333,157174333,85957667,575825000
2021,4,11380510,녹번동,3055864,7,1516487000,414758000,12554000,20782000,282849333,147218667,65189667,14035667,82047000,35271667,441781000
2021,4,11320521,도봉1동,2275377,5,1356578000,374809667,6846667,11505667,79409667,275124000,11967333,22392333,144313000,13607000,416602667
2021,4,11305600,번2동,2308539,5,313139667,73987333,7516000,5977667,39231667,76846000,5057000,3475000,56648000,5598667,38802333
2021,4,11290660,길음1동,4462339,8,1433377000,781845333,22849667,4577333,179712000,498000,124801667,9150333,63265000,50866333,195811333
2021,4,11290555,삼선동,3057377,7,1720583333,629877667,44468333,69860333,224507000,77315333,90622000,34201667,56163667,45193000,448374333
2021,4,11290525,성북동,3470748,7,1034102333,277916000,59733000,34829667,105633667,3383667,64846333,9293667,54555667,28960667,394950000
2021,4,11260655,망우본동,2443681,6,2103390000,512745000,61407333,73663333,604517333,64593333,158945000,53018667,94307000,61496000,418697000
2021,4,11230710,회기동,3217279,7,3234075333,229458333,19510667,3843000,2279341000,232000,21555667,58010333,82857333,38973667,500293333
2021,4,11410615,연희동,3383749,7,25758319000,602653667,33339667,45757000,23890523667,209174667,80790667,31447667,171380333,66017667,627234000
2021,4,11230570,전농2동,3136080,7,449497333,112258000,18117333,2496667,74762667,3032667,29379333,10908333,46671333,16003333,135867667
2021,4,11215810,광장동,5284540,9,1231026333,381364667,18159333,16040667,90160000,90660333,140847667,15531333,81260667,57170000,339831667
2021,4,11215770,중곡4동,2523958,6,1021084333,363361667,42424333,9038667,114203333,65335333,32291667,28744000,75729667,29493000,260462667
2021,4,11200560,행당1동,3900841,8,1743431333,182513000,70242333,56374667,357295333,26951667,142645000,16729000,177150333,146705333,566824667
2021,4,11170640,이촌2동,3596083,7,369354667,69795000,5562333,209667,2984000,259303000,4602000,340333,2446667,239333,23872333
2021,4,11170630,이촌1동,5974291,9,965088000,323785000,31676000,3525667,130291667,0,66519667,14554333,83737333,59664333,251334000
2021,4,11170590,용문동,3568910,7,412407667,187517333,13176667,15707667,30846000,2430000,19552333,5728667,15528333,12728667,109192000
2021,4,11140680,중림동,4435938,8,715485000,117220333,4329333,18960667,112759333,4706667,17028667,14067667,132324333,16828333,277259667
2021,4,11140520,소공동,5380521,9,490726190333,421047333,15461667,166620000,504077333,163766000,30909667,40050000,485343745667,3072826000,967686667
2021,4,11110680,창신2동,2112817,5,262559333,73763333,2765333,5250000,53313333,258333,997667,5192000,11310333,4054667,105654333
2021,4,11170700,보광동,2545653,6,357423000,117679333,4966333,1363333,39497333,2814667,10032000,15501333,13002333,10165667,142400667
2021,4,11230536,용신동,2894254,6,4569882000,1292280333,445983000,134802333,1459642667,217861667,45941333,30674000,163415333,49707333,729574000
2021,4,11410690,남가좌1동,4622839,8,892781333,222090667,22466000,82000,352158000,8412000,28049000,15323667,48521667,48377333,147301000
2021,4,11410710,북가좌1동,4005416,8,599878333,200434333,7730667,8195000,130746333,16241333,60030333,6403667,43108000,46063667,80925000
2021,4,11470620,신정1동,5046256,9,1228805667,324083333,37542000,116666000,155629000,20307333,126937333,37679667,51743667,43468667,314748667
2021,4,11140550,명동,3733600,7,18432336000,664154333,368791333,1106620333,925979000,511135000,6472833667,69725000,3777995000,2452048667,2083053667
2021,4,11110690,창신3동,3006052,7,127725667,60614667,667333,7420667,4959333,550000,1467000,1990000,33961000,1719667,14376000
2021,4,11110670,창신1동,2393308,5,671247667,126695667,52238333,2597000,171629667,2416667,23321000,9458000,96365667,26747333,159778333
2021,4,11110515,청운효자동,3780222,8,819722000,247746000,70399000,8447667,34902667,7083333,12514000,26056000,77336667,22934000,312302667
2021,4,11740660,성내3동,2897346,6,2051210667,522170333,56120667,47198000,278139667,141130000,118212333,40921667,112663000,70033667,664621333
2021,4,11740640,성내1동,3438376,7,1798384000,318216667,12799000,65001000,554874333,214317000,53808667,18392667,124970333,77345667,358658667
2021,4,11710670,잠실2동,6352641,9,1028580000,224309000,38161000,5220667,326459667,1634667,148676667,3785667,74649333,64825667,140857667
2021,4,11680690,개포4동,3550527,7,1144816333,303138000,22303667,112676000,155399667,48479000,56222667,9923667,73738667,141120333,221814667
2021,4,11680650,역삼2동,5367397,9,223144331000,644576667,62649667,133758333,1021078667,212791667,215005667,25388000,15718933667,203948446667,1161702000
2021,4,11680545,압구정동,5808537,9,15377984333,821388000,830835000,223180000,4275049667,163711667,661073000,150097667,5172850667,804172000,2275626667
2021,4,11680531,논현2동,3973993,8,7068883333,647535667,240741333,173518667,2076362000,295706667,163366000,185341000,811055333,867905667,1607351000
2021,4,11650652,양재2동,3222382,7,3029613333,674034667,125339667,32639000,692844667,256167000,81793667,35552333,312794667,41628333,776819333
2021,4,11650600,방배1동,4069239,8,2057437000,646787000,26189667,41245667,375724667,102782000,97364667,34353333,102529000,171290333,459170667
2021,4,11650590,방배본동,4856162,8,4467000000,341716000,39160333,55619667,304476667,258963000,102501000,22875333,139098333,2798307000,404282667
2021,4,11650510,서초1동,4769119,8,3509423333,501163667,79651000,63670333,1168246333,237381667,300285000,31289667,253488667,128446667,745800333
2021,4,11620775,난곡동,2268676,5,827284667,400169333,5269000,7114667,151532667,39732667,27336667,7750667,30399000,27738000,130242000
2021,4,11620735,대학동,2622408,6,2096758333,897574000,5884000,6323333,255435333,4400667,103125333,67048333,109408333,63760667,583798333
2021,4,11620695,신림동,2434279,5,2489906667,565546667,68817000,43103000,463046000,21806000,26095000,106443333,291815333,175846667,727387667
2021,4,11545640,독산4동,2255044,5,616277000,109146333,5110000,23428333,103525667,72783667,13645667,39165667,41561000,25986000,181924667
2021,4,11530780,오류2동,3007261,7,408618333,157319333,3240667,596667,32435333,110362000,46869333,0,3567333,5748000,48479667
2021,4,11530520,구로1동,3368067,7,520200667,237422667,5966667,1716333,59883333,10958000,37896333,9994000,26337333,32924333,97101667
2021,4,11500641,방화3동,3044446,7,472923000,250601667,707333,1562333,32147667,7725000,10127333,8964333,43273667,23196333,94617333
2021,4,11500570,화곡4동,2423768,5,1241173000,305695667,44858333,51105333,160669000,191826000,44390000,37388333,114520333,38103000,252617000
2021,4,11170520,용산2가동,2540319,6,38583184000,38151473333,9748333,3752667,13266667,1242333,8548667,14665333,50980667,8450333,321055667
2021,4,11140665,동화동,3621349,7,518949000,189713333,10957000,58342333,60907667,4164667,10193333,5661000,38110000,18817667,122082000
2021,4,11110615,종로1?2?3?4가동,3245251,7,73881346000,1289020667,3337421667,252196333,2092049000,75541667,588983333,382270667,51921751000,9461874000,4480237667
2021,4,11200670,성수2가1동,2900762,6,1789177333,610003333,82097333,59985667,197494000,97679000,20493667,36576333,89052000,62233333,533562667
2021,4,11380520,불광1동,3182963,7,2029737333,437101333,46571667,162821333,521618667,3874333,98574667,35373333,188499667,119116000,416186333
2021,4,11350710,상계9동,2955988,6,472066000,173667000,5177667,313000,89639000,0,53997667,3552667,20489000,32103333,93126667
2021,4,11350700,상계8동,3153561,7,394794000,160743667,22063333,2955000,56970333,0,57145667,1699667,35636667,5314333,52265333
2021,4,11350695,상계6?7동,3152836,7,3768531000,477763667,67143667,48848667,1830889333,5846667,265155333,33495000,294180333,266560333,478648000
2021,4,11350630,상계1동,3030316,7,2386594000,822795000,39437333,70312000,234343333,102158333,55509000,48513000,114204667,96190000,803131333
2021,4,11350611,하계1동,3611061,7,1980309000,1271903333,3631000,1326000,136723000,67718000,96884333,8908333,45636667,50519667,297058667
2021,4,11320660,쌍문1동,2440535,5,520654333,235496333,5925667,1220333,54771333,42397000,12492333,3976667,35001667,13128333,116244667
2021,4,11320515,창5동,3298026,7,2063411667,424060667,29653667,62666667,359521667,292305000,200207667,39790000,136404333,85231000,433571000
2021,4,11320513,창3동,2229423,5,354026667,116963333,8300333,4481333,42146000,5953000,8137667,16765000,20460333,18015000,112804667
2021,4,11305610,수유1동,2220463,5,1345513333,549667667,59950000,18320667,107635667,204969667,10116667,12093333,105286667,70650000,206823000
2021,4,11380632,신사2동,2635300,6,405762000,217218000,9641667,6869000,28949667,6570333,49080000,4126667,8730667,11543667,63032333
2021,4,11305590,번1동,2303972,5,1929644667,313291333,61783000,24827667,489780333,105408667,67333667,31731000,196624000,162057333,476807667
2021,4,11305545,송중동,2555447,6,2680121000,524573000,118999000,194378000,617644333,117870333,58852333,101012000,156488333,71384667,718919000
2021,4,11290705,종암동,3381883,7,1757372000,617839667,16996000,21316667,220225333,150161000,101324333,21851333,110932333,46352000,450373333
2021,4,11290580,돈암1동,3583117,7,325921333,102068000,6891667,263333,60816333,1417667,47726000,0,8797333,13746000,84195000
2021,4,11260550,면목5동,2233073,5,711315000,83031667,3109333,21632333,34213667,474878667,11039000,3123667,20409000,6828000,53049667
2021,4,11260520,면목2동,2322173,5,1155111000,194585333,14901333,115466333,295955000,286124333,23967000,18497333,19802667,31620667,154191000
2021,4,11215870,구의3동,4010979,8,3376827000,638873000,201164333,252352000,354069667,292598333,246643000,21750333,311687333,454429000,603260000
2021,4,11215860,구의2동,2948328,6,1272979667,456383333,39032000,14484000,123805000,32897000,72540333,23727000,79176333,58037667,372897000
2021,4,11215760,중곡3동,2390961,5,812986333,214570000,12602333,26427333,132711333,170617333,29484000,20917000,39012000,26411333,140233667
2021,4,11215730,군자동,2604535,6,1614906000,474848667,17372333,68536000,348988667,58494000,24371000,41760667,57160667,90468000,432906000
2021,4,11200645,옥수동,4836487,8,1127985000,445406667,19379333,1571667,137202667,19442000,94739000,13110667,73089000,57681333,266362667
2021,4,11305575,삼각산동,3734477,7,828825000,341659000,10582333,2669333,106882000,360667,107415333,6687333,36304667,40985333,175279000
2021,4,11380640,증산동,2838450,6,761135333,184335667,8093000,25083667,64936333,251796333,32405667,7762000,46056000,10785000,129881667
2021,4,11410565,충현동,3210231,7,1049010667,249153667,11529667,53577667,122134333,12474667,26792667,15070000,118243000,33203000,406832000
2021,4,11440585,도화동,4217433,8,2372447000,221157333,21383000,171471667,460130667,250374333,26869667,91194000,181313333,175488000,773065000
2021,4,11170580,효창동,3523201,7,357148000,169947667,1074667,6073667,64477333,2949667,20928667,0,19779333,8076333,63840667
2021,4,11740690,둔촌1동,3596734,7,9110333,298333,1829667,0,0,0,828667,0,4195667,789000,1169000
2021,4,11740650,성내2동,2824592,6,2257818000,450879000,224790333,35222333,640596333,69398333,47441000,49269667,119109333,81402333,539709333
2021,4,11740550,고덕1동,4618641,8,640420000,340225000,11990667,6692333,60877667,8559333,49410667,7303000,24910667,15280333,115170333
2021,4,11740530,명일1동,3540203,7,1926805000,575526333,47178000,12988667,410164000,24744667,166354000,32271333,98245667,94404333,464928000
2021,4,11710650,잠실본동,3079387,7,5259252000,1049168667,52074667,48782000,1325189333,477720333,248706333,203566333,358179667,181899667,1313965000
2021,4,11710610,삼전동,2779980,6,2250994667,630988000,32414000,161090333,322997000,68689000,206257667,26667333,221122333,129478000,451291000
2021,4,11710550,마천2동,2339431,5,1208327000,449313333,47706000,24077667,296531333,49693000,23267333,20647667,71788333,24549667,200752667
2021,4,11680656,도곡2동,6567504,9,13724055000,580005333,74810333,45603667,192557000,92934667,109914667,39691667,11763659000,133337667,691541000
2021,4,11680580,삼성1동,5098096,9,12674646667,602463000,2297499667,171141000,1646524333,137134000,79689333,113658000,4681904000,1467907333,1476726000
2021,4,11650620,방배3동,4681587,8,1415380000,194729333,10904667,13639667,836631000,105211333,48111333,2054000,24600333,25567667,153930667
2021,4,11650530,서초3동,4678950,8,49577392333,722315667,56131000,3323460333,1753434667,287801333,378798333,136724333,40718406333,255549333,1944771000
2021,4,11620745,삼성동,2593695,6,608913667,423537667,16000667,3360000,37573000,2918000,10850333,6347667,34777000,12449667,61099667
2021,4,11620655,신원동,2403237,5,539156333,274169000,7389000,9975667,31677000,14020333,6458333,12839333,21816333,12895667,147915667
2021,4,11560690,신길7동,3616070,7,666768333,274821333,2280667,8547667,74327333,71824000,46067333,6473667,24806000,36551333,121069000
2021,4,11560660,신길4동,2717791,6,203691000,80299667,1295000,4222000,29932333,2530333,14348667,3799000,10268000,9916333,47079667
2021,4,11560620,양평2동,3672088,7,2053539667,626627000,26436333,73028667,168516333,342002000,51880000,41326333,154690000,48870000,520163000
2021,4,11530760,개봉3동,2512790,6,888024000,504918667,11599333,14704667,70018667,74089000,21652000,10699667,16136667,19289667,144915667
2021,4,11530550,구로4동,2617060,6,1425650667,532932333,80078333,39035000,189146333,28578667,33863333,49511667,73381000,34705667,364418333
2021,4,11500604,가양2동,3065320,7,920808667,499125000,13077667,1848667,161791667,51950000,8517333,3111667,41316333,53723333,86347000
2021,4,11470610,신월6동,2857257,6,658814667,293144667,21750333,13975333,90301333,2070667,30818333,8076667,42125667,19950667,136601000
2021,4,11470540,목4동,3426858,7,1630851667,771564333,23355333,14570333,204872667,9600333,172120333,24236000,100990000,44205667,265336667
2021,4,11470530,목3동,3101712,7,1736697333,771653667,57191667,45011333,319019000,4876667,46810333,37583333,119604333,57885000,277062000
2021,4,11200615,금호2?3가동,3751434,8,724295333,307033667,33215000,7791333,95611000,3603333,17260667,13111000,35743667,26426000,184499667
2021,4,11200590,금호1가동,4010011,8,384873000,115569667,5501333,10937333,52195667,8386667,72408000,10304000,33518667,11529667,64522000
2021,4,11110700,숭인1동,2868519,6,228304667,110446333,718000,2243333,47853667,4152667,8550667,2067333,4205000,9012667,39055000
2021,4,11170660,이태원2동,3261019,7,628753000,140198333,54191333,16745333,17834667,24419667,5183333,39202000,41624333,22552000,266802000
2021,4,11410620,홍제1동,3459117,7,940017000,199732667,8081000,34889667,228102333,109615667,29580667,17687333,54707333,46251667,211368667
2021,4,11380650,수색동,3253972,7,336609333,43481000,3857000,81035333,23919667,123018000,6382667,1104667,17479667,3541000,32790333
2021,4,11350619,중계본동,4197248,8,1824209000,589382000,13960667,726000,158918333,120763000,513844667,12319333,97828667,63792667,252673667
2021,4,11350560,월계1동,2777397,6,1521018000,434250333,9854333,4870333,163692667,105307667,45518667,58606667,114617000,92312000,491988333
2021,4,11320690,방학1동,2895702,6,2277185333,1012058667,29766667,49880333,231138333,159856667,74935000,49192000,121299000,77314667,471744000
2021,4,11320680,쌍문3동,2438072,5,788246333,214048000,39860000,12601333,119448333,10659667,17324000,24344000,47006000,51775667,251179333
2021,4,11320670,쌍문2동,2430154,5,1336342667,304909000,31621667,174942000,120825333,174798333,48540000,22850000,84439333,68000667,305416333
2021,4,11320522,도봉2동,2811820,6,769626000,353541333,37799667,5636667,61301000,40116000,36026000,18854333,35866667,16013333,164471000
2021,4,11320512,창2동,2551630,6,986010000,325200000,17005667,14567000,244418000,76331000,35377333,21826667,53125667,23047333,175111333
2021,4,11200520,왕십리2동,3474994,7,607553000,144983000,19815667,74501667,107169000,476667,54147333,10589000,41979333,43623667,110267667
2021,4,11305645,우이동,2457144,6,1031191000,253930667,20663333,5166000,42575000,16238333,7848000,15083000,59740000,146221667,463725000
2021,4,11305535,미아동,2318870,5,1406793667,274690333,73543000,38496333,404010333,52726333,14302333,35892000,70576667,80359333,362197000
2021,4,11290685,길음2동,3736133,7,1829436667,145385667,42475000,26309667,271090333,73777333,75679333,643000,888195333,69999000,235882000
2021,4,11290630,정릉2동,2934717,6,1020809000,493923000,9415667,13587333,97053333,85742667,62021000,22835333,42360000,33701667,160169000
2021,4,11290610,보문동,3162623,7,979717000,164632333,8641667,6981000,74704667,485321000,18628000,5617000,50338333,24903333,139949667
2021,4,11260660,망우3동,2231082,5,446344000,138934333,7242000,2290000,125812333,31754333,13133667,1895667,22016333,8630667,94634667
2021,4,11260630,묵2동,2533867,6,1002341667,259984333,29275000,67272000,212802667,76282000,13803000,36213333,64922000,22503667,219283667
2021,4,11230705,청량리동,2860315,6,1110746000,254063333,23106000,16755000,279858000,143255333,19043667,13535333,59897333,37346333,263885667
2021,4,11230600,답십리1동,3538405,7,2214174667,1376796000,25771000,70427667,163890333,10240667,100333000,9372667,108758333,34348000,314237000
2021,4,11230545,제기동,2792227,6,2558875667,1182554333,131134000,18246333,473447667,205619667,38174333,20039333,108028000,32221667,349410333
2021,4,11215750,중곡2동,2555101,6,1126131000,293018667,38789667,33290000,203978333,39581333,44407333,25510000,110592000,45102667,291861000
2021,4,11215740,중곡1동,2542359,6,1373055333,517897000,61297000,38621333,123912000,203456333,12320667,56651000,63955000,57947000,236998000
2021,4,11200790,용답동,2484354,6,3032209667,289223000,24351333,4368333,785882667,1449342667,29861667,30975333,108799667,29604000,279801000
2021,4,11410660,홍은1동,3093859,7,406751667,194470000,4850000,9777000,43090000,1309000,23827667,2837333,18871333,11583667,96135667
2021,4,11440740,상암동,4158486,8,5452792333,600628667,38851667,4243000,381877000,56381333,851483667,62565000,2204514000,196067000,1056181000
2021,4,11320511,창1동,3038009,7,1022796000,267315667,15026667,12582333,224412000,35548667,31502000,19441333,59457667,66396667,291113000
2021,4,11530740,개봉1동,2805757,6,1359786333,578252667,19058667,64955000,185644667,69752667,36005333,17790333,55571667,70180667,262574667
2021,4,11470630,신정2동,4725315,8,1262606333,432375333,6106000,3499333,171559333,53050000,226497000,7412000,46928000,31086667,284092667
2021,4,11140590,광희동,3229604,7,3280997333,357844667,1374577333,44197333,226971667,83499667,2856000,32771667,522361333,87295000,548622667
2021,4,11140580,장충동,2895026,6,739483667,77421333,39764667,14203000,19621000,141060000,0,5148000,128050333,21053667,293161667
2021,4,11110630,종로5?6가동,2531450,6,2545820667,200400667,118811000,51834000,1046883667,6740333,56365667,29171667,333479333,15448333,686686000
2021,4,11110580,교남동,4616890,8,644214333,84368333,12575333,6097333,308380333,640000,37883667,1232333,18151667,14878333,160007000
2021,4,11740685,길동,2840603,6,3521467000,912340000,56696667,141622667,1046559000,45195000,76459000,75388000,242008333,103192000,822006333
2021,4,11740600,천호1동,2473111,6,791665333,197877333,44675000,25823667,129636000,9553667,64765667,13079667,112419000,36284333,157551000
2021,4,11740580,암사2동,3688535,7,929281000,162586667,9921333,2971000,147926333,78998667,70857333,2835667,134195333,36135333,282853333
2021,4,11710600,석촌동,2927911,6,3105991000,828171333,46682333,179941333,467169333,262008000,142144000,62904667,202659333,170222000,744088667
2021,4,11710590,송파2동,4370970,8,1015845000,250171667,10971667,94944333,147504667,189195667,81947000,8666333,79996667,28747000,123700000
2021,4,11710566,오륜동,6095160,9,808135000,344231000,27354667,472000,54862667,3640333,33669333,13700333,98237333,30211667,201755667
2021,4,11170510,후암동,3013677,7,656692667,255499000,12644667,7460000,26089000,15165000,26490000,4918667,46357333,14597667,247471333
2021,4,11680610,대치2동,6017362,9,8888902333,669131000,280699667,189316667,1715508000,421748000,1251659333,46676333,3137709333,196611000,979843000
2021,4,11710510,풍납1동,3011150,7,408732333,133383000,2389333,3964000,94662000,6927000,11595333,9782667,19277000,55724333,71027667
2021,4,11560585,도림동,3031484,7,743231000,391729333,4932333,7451333,32694000,47162333,31106333,7490333,33641000,26958667,160065333
2021,4,11560680,신길6동,2954616,6,1606220333,471669333,15714667,14822000,371988000,172437667,76817667,26199333,82406000,40462667,333703000
2021,4,11590540,상도2동,3826699,8,1359865667,457040000,20091000,45459000,251426333,23119667,101156667,18502333,76252333,69228667,297589667
2021,4,11590640,사당3동,3890035,8,830027667,389629000,12022667,7929667,39529000,6021000,66402667,6683667,51308333,19747333,230754333
2021,4,11560560,당산2동,4130932,8,2900251333,592920000,31844000,5381667,457431000,20802000,99549667,72907000,187786667,625311000,806318333
2021,4,11620605,은천동,3063077,7,1800566333,775550667,21613000,166006000,104502667,125225333,63914667,20153000,61709667,46697000,415194333
2021,4,11620630,남현동,3234026,7,1331274000,474488667,13433667,1592667,171264000,39164000,26364333,52137667,116919667,49236000,386673333
